title,year,runtime_min,genre,imdb_rating,director,votes,Gross,title_norm,year_norm,review_count,avg_review_rating,avg_review_len,fear_review_ratio,avg_fear_count,avg_fear_density,pos_ratio,neu_ratio,neg_ratio,runtime,log_votes
Possessor,2020,103,"Horror, Mystery, Sci-Fi",6.5,Brandon Cronenberg,41017,,possessor,2020.0,3.0,7.666666666666667,883.0,1.0,5.333333333333333,0.04413433105416228,1.0,0.0,0.0,0,10.621766273733678
Crimson Peak,2015,119,"Drama, Horror, Mystery",6.5,Guillermo del Toro,153040,$31.09M,crimson peak,2015.0,3.0,6.5,3408.3333333333335,1.0,10.666666666666666,0.021698563481293287,0.3333333333333333,0.3333333333333333,0.0,0,11.938461138332201
Halloween I,2018,106,"Crime, Horror, Thriller",6.5,David Gordon Green,160731,$159.34M,halloween i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.987493660713543
Pet Sematary,1989,103,"Fantasy, Horror, Thriller",6.5,Mary Lambert,109162,$57.47M,pet sematary,1989.0,5.0,5.5,940.6,0.6,1.8,0.007753602793312041,0.0,0.8,0.2,0,11.600597457038992
The Final Girls,2015,91,"Comedy, Fantasy, Horror",6.5,Todd Strauss-Schulson,48852,,the final girls,2015.0,4.0,6.5,643.25,0.25,1.25,0.005813953488372093,0.25,0.75,0.0,0,10.796571068072465
Arachnophobia,1990,109,"Comedy, Horror, Thriller",6.5,Frank Marshall,72630,$53.21M,arachnophobia,1990.0,1.0,7.0,2605.0,1.0,9.0,0.019650655021834062,1.0,0.0,0.0,0,11.193147106920685
The Crazies,2010,101,"Horror, Thriller",6.5,Breck Eisner,125273,$39.12M,the crazies,2010.0,4.0,8.0,1491.25,1.0,6.75,0.03517878370910726,1.0,0.0,0.0,0,11.738258617357431
His House,2020,93,"Drama, Horror, Thriller",6.5,Remi Weekes,45081,,his house,2020.0,3.0,7.0,1181.0,1.0,4.666666666666667,0.03578287889037104,0.6666666666666666,0.3333333333333333,0.0,0,10.716238332741906
The Skeleton Key,2005,104,"Drama, Horror, Mystery",6.5,Iain Softley,118968,$47.81M,the skeleton key,2005.0,1.0,7.0,1481.0,1.0,6.0,0.022727272727272728,1.0,0.0,0.0,0,11.686618233954873
Better Watch Out II,2016,89,"Comedy, Horror, Thriller",6.5,Chris Peckover,42119,$0.02M,better watch out ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.648277966247912
The Exorcist III,1990,110,"Drama, Horror, Mystery",6.5,William Peter Blatty,34521,$26.10M,the exorcist iii,1990.0,3.0,6.333333333333333,1322.6666666666667,1.0,3.6666666666666665,0.014673829836737104,0.3333333333333333,0.6666666666666666,0.0,0,10.449352080946635
The Witches of Eastwick,1987,118,"Comedy, Fantasy, Horror",6.5,George Miller,73547,$63.77M,the witches of eastwick,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.205693533273733
Halloween II,1981,92,Horror,6.5,Rick Rosenthal,96004,$25.53M,halloween ii,1981.0,3.0,5.5,1338.3333333333333,0.6666666666666666,1.3333333333333333,0.0038403676410093675,0.0,0.6666666666666666,0.0,0,11.472155552427017
Flatliners,1990,115,"Drama, Horror, Sci-Fi",6.5,Joel Schumacher,90146,$61.49M,flatliners,1990.0,3.0,8.666666666666666,867.0,1.0,3.6666666666666665,0.026900282159181832,1.0,0.0,0.0,0,11.409196950207527
Dead End I,2003,85,"Adventure, Horror, Mystery",6.5,Jean-Baptiste Andrea,30416,,dead end i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.322756941620689
Byzantium,2012,118,"Drama, Fantasy, Horror",6.5,Neil Jordan,44832,$0.08M,byzantium,2012.0,2.0,8.5,1038.5,1.0,8.0,0.04183006535947713,1.0,0.0,0.0,0,10.710699754384043
Time Lapse,2014,104,"Horror, Mystery, Sci-Fi",6.5,Bradley King,47416,,time lapse,2014.0,1.0,7.0,1873.0,1.0,1.0,0.00303951367781155,1.0,0.0,0.0,0,10.766736093172735
Bad Taste,1987,91,"Comedy, Horror, Sci-Fi",6.5,Peter Jackson,48108,,bad taste,1987.0,2.0,3.5,1033.0,0.5,3.0,0.010416666666666666,0.0,0.5,0.5,0,10.781224548778034
Pontypool,2008,93,"Horror, Sci-Fi",6.5,Bruce McDonald,33734,,pontypool,2008.0,1.0,0.0,2262.0,1.0,7.0,0.018134715025906734,0.0,0.0,0.0,0,10.426291153061525
[Rec]²,2009,85,"Horror, Thriller",6.5,Jaume Balagueró,75857,$0.03M,[rec]²,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.236618450539952
Sightseers,2012,88,"Adventure, Comedy, Crime",6.5,Ben Wheatley,29544,$0.04M,sightseers,2012.0,2.0,7.0,357.0,0.5,0.5,0.014705882352941176,0.5,0.5,0.0,0,10.293669803779775
Renfield,2023,93,"Comedy, Fantasy, Horror",6.4,Chris McKay,47540,,renfield,2023.0,10.0,5.777777777777778,1297.9,0.8,3.3,0.013743317593705923,0.2,0.5,0.2,0,10.769347775610917
M3GAN,2022,102,"Horror, Sci-Fi, Thriller",6.4,Gerard Johnstone,106598,$93.88M,m3gan,2022.0,10.0,7.6,1343.4,0.8,4.7,0.020545055959927477,0.9,0.1,0.0,0,11.576829409806841
Alien: Covenant,2017,122,"Horror, Sci-Fi, Thriller",6.4,Ridley Scott,290465,$74.26M,alien: covenant,2017.0,10.0,6.142857142857143,1485.7,0.8,4.4,0.01653964861559892,0.3,0.2,0.2,0,12.579241808837518
Escape Room I,2019,99,"Action, Adventure, Horror",6.4,Adam Robitel,131872,$57.01M,escape room i,2019.0,5.0,6.2,751.2,1.0,1.8,0.01768290266898374,0.2,0.8,0.0,0,11.789594617220688
Friday the 13th,1980,95,"Horror, Mystery, Thriller",6.4,Sean S. Cunningham,146665,$39.75M,friday the 13th,1980.0,5.0,7.0,2632.0,0.8,8.0,0.019193487578079992,0.8,0.0,0.2,0,11.895913171761459
The Craft,1996,101,"Drama, Fantasy, Horror",6.4,Andrew Fleming,99986,$24.88M,the craft,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.512795456519497
The Hills Have Eyes,2006,107,"Horror, Thriller",6.4,Alexandre Aja,177032,$41.78M,the hills have eyes,2006.0,2.0,7.0,856.0,1.0,1.5,0.013043797766019988,0.5,0.5,0.0,0,12.08409143485603
Alien³,1992,114,"Action, Horror, Sci-Fi",6.4,David Fincher,308197,$55.47M,alien³,1992.0,8.0,7.875,1567.375,1.0,7.25,0.03154420380323912,0.75,0.25,0.0,0,12.63849771255443
A Cure for Wellness,2016,146,"Drama, Fantasy, Horror",6.4,Gore Verbinski,104306,$8.11M,a cure for wellness,2016.0,6.0,5.8,934.1666666666666,0.5,1.3333333333333333,0.005986324450769659,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,11.555093752830773
The Cell,2000,107,"Crime, Horror, Sci-Fi",6.4,Tarsem Singh,105734,$61.33M,the cell,2000.0,3.0,8.0,687.0,0.3333333333333333,0.3333333333333333,0.0014814814814814814,0.3333333333333333,0.3333333333333333,0.0,0,11.568691242876085
Revenge II,2017,108,"Action, Drama, Horror",6.4,Coralie Fargeat,45825,$0.10M,revenge ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.732606894619288
Fright Night,2011,106,"Comedy, Horror",6.4,Craig Gillespie,109829,$18.30M,fright night,2011.0,3.0,6.333333333333333,813.3333333333334,1.0,1.3333333333333333,0.014873886993702663,0.3333333333333333,0.6666666666666666,0.0,0,11.606688994782392
Twilight Zone: The Movie,1983,101,"Horror, Sci-Fi",6.4,Joe Dante,39519,$29.50M,twilight zone: the movie,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.584562151861805
Incident in a Ghostland,2018,91,"Drama, Horror, Mystery",6.4,Pascal Laugier,35958,,incident in a ghostland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.490134679522582
The Purge: Anarchy,2014,103,"Action, Horror, Sci-Fi",6.4,James DeMonaco,156986,$71.96M,the purge: anarchy,2014.0,3.0,5.666666666666667,353.0,0.6666666666666666,1.0,0.014728126741501472,0.3333333333333333,0.6666666666666666,0.0,0,11.963918278354354
Gremlins 2: The New Batch,1990,106,"Comedy, Fantasy, Horror",6.4,Joe Dante,108188,$41.48M,gremlins 2: the new batch,1990.0,2.0,7.0,609.5,1.0,1.0,0.010256410256410256,1.0,0.0,0.0,0,11.591634976640474
Black Death,2010,102,"Action, Drama, History",6.4,Christopher Smith,49744,$0.02M,black death,2010.0,1.0,9.0,5790.0,1.0,18.0,0.017733990147783252,1.0,0.0,0.0,0,10.81466523502346
The People Under the Stairs,1991,102,"Comedy, Horror, Mystery",6.4,Wes Craven,37305,$24.20M,the people under the stairs,1991.0,1.0,6.0,1572.0,1.0,3.0,0.010344827586206896,0.0,1.0,0.0,0,10.526909450604508
Horns,2013,120,"Comedy, Crime, Drama",6.4,Alexandre Aja,85762,$0.16M,horns,2013.0,4.0,6.5,1264.25,1.0,1.75,0.0095662120990583,0.5,0.5,0.0,0,11.35934295703608
The Serpent and the Rainbow,1988,98,"Fantasy, Horror",6.4,Wes Craven,26707,$19.60M,the serpent and the rainbow,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.192718424977759
Tale of Tales,2015,134,"Drama, Fantasy, Horror",6.4,Matteo Garrone,29867,$0.08M,tale of tales,2015.0,1.0,8.0,4385.0,1.0,1.0,0.001221001221001221,1.0,0.0,0.0,0,10.304542952155593
Daybreakers,2009,98,"Action, Horror, Sci-Fi",6.4,Michael Spierig,131778,$30.10M,daybreakers,2009.0,1.0,7.0,426.0,1.0,4.0,0.04878048780487805,1.0,0.0,0.0,0,11.788881556034102
The Woman in Black,2012,95,"Drama, Fantasy, Horror",6.4,James Watkins,187998,$54.33M,the woman in black,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.144191922649004
Silver Bullet,1985,95,Horror,6.4,Daniel Attias,29605,$5.40M,silver bullet,1985.0,4.0,6.333333333333333,1320.25,0.75,4.25,0.017025869554749128,0.25,0.5,0.0,0,10.295732322473437
Sputnik,2020,113,"Drama, Horror, Mystery",6.4,Egor Abramenko,25687,,sputnik,2020.0,4.0,7.0,511.5,0.75,3.75,0.04037449619346171,0.5,0.25,0.0,0,10.153779235769349
Kill List,2011,95,"Action, Crime, Horror",6.4,Ben Wheatley,42875,$0.03M,kill list,2011.0,3.0,6.333333333333333,1216.3333333333333,1.0,3.6666666666666665,0.020999513307205616,0.6666666666666666,0.0,0.3333333333333333,0,10.66606750781141
New Nightmare,1994,112,"Fantasy, Horror, Mystery",6.4,Wes Craven,61174,$18.09M,new nightmare,1994.0,1.0,6.0,184.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11.021493888310873
Repo! The Genetic Opera,2008,98,"Horror, Musical, Sci-Fi",6.4,Darren Lynn Bousman,25810,$0.14M,repo! the genetic opera,2008.0,1.0,10.0,1772.0,1.0,4.0,0.012121212121212121,1.0,0.0,0.0,0,10.158556036634712
The Mothman Prophecies,2002,119,"Drama, Horror, Mystery",6.4,Mark Pellington,82494,$35.75M,the mothman prophecies,2002.0,1.0,9.0,6228.0,1.0,24.0,0.0234375,1.0,0.0,0.0,0,11.320492964425545
Session 9,2001,97,"Drama, Horror, Mystery",6.4,Brad Anderson,60761,$0.38M,session 9,2001.0,1.0,10.0,3855.0,1.0,11.0,0.0167427701674277,1.0,0.0,0.0,0,11.01471987256034
Unsane,2018,98,"Drama, Horror, Mystery",6.4,Steven Soderbergh,48245,$7.73M,unsane,2018.0,2.0,5.5,1415.5,0.5,2.5,0.006142506142506142,0.0,1.0,0.0,0,10.784068201776204
Creep 2,2017,78,"Crime, Drama, Horror",6.4,Patrick Brice,29300,,creep 2,2017.0,2.0,4.5,545.0,0.5,0.5,0.004629629629629629,0.0,0.5,0.5,0,10.285376924115587
Hellbound: Hellraiser II,1988,97,"Horror, Thriller",6.4,Tony Randel,53253,$11.09M,hellbound: hellraiser ii,1988.0,2.0,6.0,560.0,1.0,3.5,0.04039115646258503,0.5,0.5,0.0,0,10.882828198121395
The Awakening I,2011,102,"Drama, Horror, Mystery",6.4,Nick Murphy,67806,,the awakening i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.124420713436864
Ghost Stories I,2017,98,"Drama, Horror",6.4,Jeremy Dyson,35682,$0.14M,ghost stories i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.482429663876848
The Prophecy,1995,98,"Action, Crime, Drama",6.4,Gregory Widen,32198,$16.12M,the prophecy,1995.0,1.0,10.0,2257.0,1.0,2.0,0.004739336492890996,1.0,0.0,0.0,0,10.379690675149634
Severance,2006,96,"Comedy, Horror",6.4,Christopher Smith,39807,$0.14M,severance,2006.0,1.0,9.0,2740.0,1.0,11.0,0.02268041237113402,1.0,0.0,0.0,0,10.59182317609885
Them,2006,77,"Horror, Thriller",6.4,David Moreau,31377,,them,2006.0,1.0,7.0,567.0,1.0,5.0,0.045454545454545456,1.0,0.0,0.0,0,10.3538622893929
Stake Land,2010,98,"Drama, Horror, Sci-Fi",6.4,Jim Mickle,43421,$0.02M,stake land,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.678721504094183
Night Watch,2004,114,"Action, Fantasy, Horror",6.4,Timur Bekmambetov,54703,$1.49M,night watch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.909692111879082
Resident Evil: Degeneration,2008,98,"Animation, Action, Horror",6.4,Makoto Kamiya,32199,,resident evil: degeneration,2008.0,1.0,6.0,153.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.3797217315325
Day Watch,2006,132,"Action, Fantasy, Horror",6.4,Timur Bekmambetov,34927,$0.45M,day watch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.461044078789724
Scream I,2022,114,"Horror, Mystery, Thriller",6.3,Matt Bettinelli-Olpin,138199,$81.64M,scream i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.836457190315707
Under the Skin I,2013,108,"Drama, Horror, Mystery",6.3,Jonathan Glazer,149804,$2.61M,under the skin i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.917089727345346
Watcher I,2022,96,"Drama, Horror, Thriller",6.3,Chloe Okuno,32756,,watcher i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.396871958682176
Scream 2,1997,120,"Horror, Mystery",6.3,Wes Craven,197955,$101.36M,scream 2,1997.0,3.0,6.333333333333333,1853.0,1.0,4.0,0.012242107879691771,0.3333333333333333,0.6666666666666666,0.0,0,12.195800062759433
The Babysitter I,2017,85,"Comedy, Horror",6.3,McG,100574,,the babysitter i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.518658996817988
The Ritual I,2017,94,"Horror, Mystery, Thriller",6.3,David Bruckner,108985,,the ritual i,2017.0,6.0,6.333333333333333,816.3333333333334,0.8333333333333334,6.333333333333333,0.04467938076163245,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,11.598974712595139
Lights Out II,2016,81,"Horror, Mystery",6.3,David F. Sandberg,135897,$67.27M,lights out ii,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.819659883327486
The Conjuring: The Devil Made Me Do It,2021,112,"Horror, Mystery, Thriller",6.3,Michael Chaves,125072,$65.63M,the conjuring: the devil made me do it,2021.0,4.0,6.5,2143.0,0.5,9.25,0.015564304461942256,0.5,0.5,0.0,0,11.736652845822801
Scouts Guide to the Zombie Apocalypse,2015,93,"Action, Comedy, Horror",6.3,Christopher Landon,52616,$3.64M,scouts guide to the zombie apocalypse,2015.0,4.0,5.0,2688.5,0.75,14.5,0.01885554042705184,0.25,0.25,0.25,0,10.870794540426248
Freaky,2020,102,"Comedy, Horror, Thriller",6.3,Christopher Landon,65509,,freaky,2020.0,4.0,6.0,743.5,1.0,3.0,0.026468765652657312,0.25,0.75,0.0,0,11.089958081725921
Lamb,2021,106,"Drama, Fantasy, Horror",6.3,Valdimar Jóhannsson,32600,,lamb,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.392098241730961
The Shallows,2016,86,"Action, Drama, Horror",6.3,Jaume Collet-Serra,138096,$55.12M,the shallows,2016.0,7.0,6.8,1150.857142857143,0.5714285714285714,2.0,0.007237601138765653,0.42857142857142855,0.2857142857142857,0.0,0,11.83571161577258
Paranormal Activity,2007,86,"Horror, Mystery",6.3,Oren Peli,247532,$107.92M,paranormal activity,2007.0,3.0,6.0,392.6666666666667,0.6666666666666666,1.3333333333333333,0.015399194503672114,0.3333333333333333,0.6666666666666666,0.0,0,12.419299185436117
Creep I,2014,77,"Horror, Thriller",6.3,Patrick Brice,60918,,creep i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.017300391903918
Devil,2010,80,"Horror, Mystery, Thriller",6.3,John Erick Dowdle,151728,$33.58M,devil,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.929851313843116
Goosebumps,2015,103,"Adventure, Comedy, Fantasy",6.3,Rob Letterman,91906,$80.08M,goosebumps,2015.0,7.0,5.833333333333333,1544.7142857142858,0.42857142857142855,2.4285714285714284,0.006618730711276775,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,11.428532475192739
Cargo I,2017,105,"Drama, Horror, Sci-Fi",6.3,Ben Howling,45890,,cargo i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.734024298391375
Predator 2,1990,108,"Action, Horror, Sci-Fi",6.3,Stephen Hopkins,174998,$30.67M,predator 2,1990.0,3.0,6.0,1115.6666666666667,1.0,2.3333333333333335,0.009640950807792927,0.3333333333333333,0.6666666666666666,0.0,0,12.07253553860361
The Collector I,2009,90,"Action, Horror, Thriller",6.3,Marcus Dunstan,68646,$7.71M,the collector i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.13673271031408
Haunt I,2019,92,"Horror, Thriller",6.3,Scott Beck,32410,,haunt i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.386253150334081
Hotel Transylvania 3: Summer Vacation,2018,97,"Animation, Adventure, Comedy",6.3,Genndy Tartakovsky,79162,$167.51M,hotel transylvania 3: summer vacation,2018.0,3.0,6.0,474.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0,11.279264296926641
#Alive,2020,98,"Action, Drama, Horror",6.3,Il Cho,43683,,#alive,2020.0,2.0,8.5,1261.0,1.0,9.5,0.03773197416078563,1.0,0.0,0.0,0,10.684737181317619
Apostle,2018,130,"Drama, Fantasy, Horror",6.3,Gareth Evans,55806,,apostle,2018.0,4.0,5.25,720.5,1.0,3.25,0.033056166340621765,0.5,0.25,0.25,0,10.92965458853013
The Hills Have Eyes,1977,90,"Horror, Thriller",6.3,Wes Craven,37196,$25.00M,the hills have eyes,1977.0,4.0,6.0,759.5,0.75,1.75,0.01743907458035688,0.25,0.75,0.0,0,10.523983391847953
Lake Mungo,2008,87,"Drama, Horror, Mystery",6.3,Joel Anderson,25556,,lake mungo,2008.0,2.0,4.0,2151.5,1.0,13.0,0.03284294747709382,0.0,0.0,1.0,0,10.14866653071095
Dark Skies,2013,97,"Horror, Sci-Fi, Thriller",6.3,Scott Stewart,77749,$17.41M,dark skies,2013.0,3.0,7.0,1527.0,1.0,6.333333333333333,0.020261351460399146,0.6666666666666666,0.3333333333333333,0.0,0,11.26125383004148
The House of the Devil,2009,95,"Horror, Mystery",6.3,Ti West,49019,$0.10M,the house of the devil,2009.0,4.0,4.333333333333333,1053.75,0.75,5.25,0.021777453730043396,0.25,0.25,0.25,0,10.799983657082104
Frankenstein,1994,123,"Drama, Horror, Romance",6.3,Kenneth Branagh,57239,$22.01M,frankenstein,1994.0,4.0,6.25,1935.5,1.0,7.25,0.024436133014908143,0.5,0.25,0.25,0,10.955008233670387
The Voices,2014,103,"Comedy, Crime, Horror",6.3,Marjane Satrapi,59828,,the voices,2014.0,2.0,7.5,1305.0,1.0,3.0,0.025699513381995134,1.0,0.0,0.0,0,10.99924577222133
Berlin Syndrome,2017,116,"Drama, Horror, Mystery",6.3,Cate Shortland,26480,$0.03M,berlin syndrome,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.184182773688342
The Uninvited,2009,87,"Drama, Fantasy, Horror",6.3,Charles Guard,82545,$28.57M,the uninvited,2009.0,4.0,6.25,1223.0,0.75,3.25,0.012412691886798756,0.25,0.75,0.0,0,11.321110992692743
Cat's Eye,1985,94,"Comedy, Horror, Thriller",6.3,Lewis Teague,26850,$13.09M,cat's eye,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.198058343191331
Underworld: Awakening,2012,88,"Action, Fantasy, Horror",6.3,Måns Mårlind,157941,$62.32M,underworld: awakening,2012.0,2.0,5.5,541.5,0.5,2.5,0.016233766233766232,0.0,1.0,0.0,0,11.969983156007993
The Vanishing,1993,109,"Drama, Horror, Mystery",6.3,George Sluizer,26987,$14.54M,the vanishing,1993.0,1.0,7.0,3476.0,1.0,4.0,0.006493506493506494,1.0,0.0,0.0,0,10.203147601747316
Mindhunters,2004,106,"Crime, Horror, Thriller",6.3,Renny Harlin,62706,$4.48M,mindhunters,2004.0,1.0,7.0,1898.0,1.0,6.0,0.01749271137026239,1.0,0.0,0.0,0,11.046228363132647
The Bar,2017,102,"Horror, Thriller",6.3,Álex de la Iglesia,28011,,the bar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.240388268775408
The Blob,1958,86,"Horror, Sci-Fi",6.3,Irvin S. Yeaworth Jr.,27852,,the blob,1958.0,2.0,8.0,1214.5,1.0,3.5,0.01411519514967791,1.0,0.0,0.0,0,10.234695959482242
Screamers,1995,108,"Horror, Sci-Fi, Thriller",6.3,Christian Duguay,28447,$5.78M,screamers,1995.0,1.0,6.0,368.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.255833138313632
Dead Snow,2009,91,"Comedy, Fantasy, Horror",6.3,Tommy Wirkola,68631,$0.04M,dead snow,2009.0,2.0,5.5,1172.0,0.5,6.5,0.015330188679245283,0.5,0.0,0.5,0,11.136514177252801
13 Sins,2014,93,"Horror, Thriller",6.3,Daniel Stamm,37811,$0.01M,13 sins,2014.0,1.0,5.0,1451.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.540381791545276
Tideland,2005,120,"Drama, Fantasy, Horror",6.3,Terry Gilliam,34068,$0.07M,tideland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.436143158888768
John Dies at the End,2012,99,"Comedy, Fantasy, Horror",6.3,Don Coscarelli,39473,$0.14M,john dies at the end,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.583397506314054
Bodies Bodies Bodies,2022,94,"Comedy, Horror, Thriller",6.2,Halina Reijn,51654,,bodies bodies bodies,2022.0,5.0,6.25,1076.6,0.4,1.2,0.004314932126696832,0.2,0.6,0.0,0,10.852342275283545
Scream 4,2011,111,"Comedy, Horror, Mystery",6.2,Wes Craven,162144,$38.18M,scream 4,2011.0,1.0,7.0,2468.0,1.0,11.0,0.02522935779816514,1.0,0.0,0.0,0,11.996246275614029
Malignant I,2021,111,"Crime, Horror, Mystery",6.2,James Wan,98740,,malignant i,2021.0,8.0,6.125,600.125,0.875,1.875,0.016052509526958858,0.5,0.25,0.25,0,11.500255539369428
The Empty Man,2020,137,"Drama, Horror, Mystery",6.2,David Prior,33524,,the empty man,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.42004670814988
I Spit on Your Grave,2010,108,"Horror, Thriller",6.2,Steven R. Monroe,88102,$0.09M,i spit on your grave,2010.0,1.0,6.0,656.0,1.0,3.0,0.028846153846153848,0.0,1.0,0.0,0,11.386261863557902
The Visit I,2015,94,"Horror, Mystery, Thriller",6.2,M. Night Shyamalan,142097,$65.21M,the visit i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.864272239390788
Jeepers Creepers,2001,90,"Horror, Mystery",6.2,Victor Salva,135446,$37.90M,jeepers creepers,2001.0,4.0,6.333333333333333,531.5,0.75,2.75,0.022096926820475846,0.25,0.5,0.0,0,11.81633569887372
The Thing I,2011,103,"Horror, Mystery, Sci-Fi",6.2,Matthijs van Heijningen Jr.,139897,$16.93M,the thing i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.848668864625724
Mama I,2013,100,"Fantasy, Horror, Thriller",6.2,Andy Muschietti,186159,$71.63M,mama i,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.134361797976174
"As Above, So Below",2014,93,"Horror, Mystery, Thriller",6.2,John Erick Dowdle,101124,$21.20M,"as above, so below",2014.0,3.0,8.333333333333334,902.6666666666666,1.0,5.666666666666667,0.040422919246906115,1.0,0.0,0.0,0,11.524112654360794
Synchronic,2019,102,"Drama, Horror, Mystery",6.2,Justin Benson,35972,,synchronic,2019.0,3.0,5.666666666666667,590.3333333333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.490523936047543
Wolf Creek,2005,99,"Horror, Thriller",6.2,Greg McLean,75604,$16.19M,wolf creek,2005.0,2.0,8.0,1955.5,0.5,5.0,0.008417508417508417,1.0,0.0,0.0,0,11.23327769754677
Dark Shadows,2012,113,"Comedy, Fantasy, Horror",6.2,Tim Burton,273371,$79.73M,dark shadows,2012.0,5.0,6.7,1120.4,0.6,3.4,0.012577969975230249,0.8,0.0,0.2,0,12.518588783981954
Alien: Resurrection,1997,109,"Action, Horror, Sci-Fi",6.2,Jean-Pierre Jeunet,254632,$47.75M,alien: resurrection,1997.0,7.0,5.285714285714286,1450.2857142857142,1.0,5.142857142857143,0.02321997235316331,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,12.447578571788616
Sleepaway Camp,1983,84,Horror,6.2,Robert Hiltzik,35167,$11.00M,sleepaway camp,1983.0,3.0,7.0,4113.0,0.6666666666666666,8.666666666666666,0.009908854416167323,0.6666666666666666,0.3333333333333333,0.0,0,10.467891857203348
1922,2017,102,"Crime, Drama, Horror",6.2,Zak Hilditch,67579,,1922,2017.0,3.0,6.666666666666667,905.3333333333334,0.6666666666666666,1.3333333333333333,0.00916573138795361,0.3333333333333333,0.6666666666666666,0.0,0,11.121067360268281
Dracula Untold,2014,92,"Action, Drama, Fantasy",6.2,Gary Shore,201494,$56.28M,dracula untold,2014.0,5.0,5.4,2086.0,1.0,6.6,0.014422838008001954,0.4,0.4,0.2,0,12.213519846165223
Final Destination 2,2003,90,"Horror, Thriller",6.2,David R. Ellis,174051,$46.96M,final destination 2,2003.0,5.0,7.0,1159.8,0.8,4.2,0.022337866782616962,0.6,0.2,0.0,0,12.067109384124441
The Texas Chainsaw Massacre,2003,98,"Crime, Horror",6.2,Marcus Nispel,147172,$80.57M,the texas chainsaw massacre,2003.0,1.0,4.0,2688.0,1.0,11.0,0.022964509394572025,0.0,0.0,1.0,0,11.899364044539647
Fear Street: Part One - 1994,2021,107,"Drama, Horror, Mystery",6.2,Leigh Janiak,86732,,fear street: part one - 1994,2021.0,1.0,8.0,751.0,0.0,0.0,0.0,1.0,0.0,0.0,0,11.370589713187506
